Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
SWITZERLAND,IT,CH - CS - MOCCA - Merchandiser Order Company Coffee Automation,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,02/26/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/mocca---merchandiser-order-company-coffee-automation,Bernd Kretzschmar,Bernd Kretzschmar
DENMARK,Quality,DEN-QSS-Automation of CO2e-tool update,That updates of the CO2e-tool is run autmatically instead of manually every 2 to 4 weeks,"€1,875.00",60 Hours Per Year,€0.00,Book1.pdf,Assessment,Not Started,Local,02/26/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-qss-automation-of-co2e-tool-update,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
ITALY,IT,IT - MKT - pricing ZM003007 download,"Our mkt and replenishment department needs to download the list of products for each individual supplier from SAP (ZM003007) several times a year.
Once the files have been consolidated into a single csv file, they are processed by hand and in a subsequent automation (to be defined) they will be bolted and loaded back into sap. 
We took inspiration from Wouter's ""BNL - MKT - Pricing ZM003007 Mass Download"" automation and adapted it to our local needs.","€6,000.00",192 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",02/24/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/it---mkt-princing,Carlo Milia,"Carlo Milia, Cristina MEREGALLI, Luca Farina"
BENELUX,IT,BNL - MKT - ZM003071 Inject Product Status Code 98,"Local workflow used to inject data from a work file maintained by the local marketing (Products & Services) colleagues into our SAP environment (T-Code ZM003071).

Manual execution of this task was done on a monthly basis and would cost the PO a significant amount of time. There are also some limitations to the SAP transaction, such as it requesting the input file to specifically be a tab delimited .TXT file, as well as only accepting a maximum of 500 rows per file.

The script will run on a weekly basis (Fridays after working hours) and fetch the most recently generated version of the Status 99 file. It will filter on all references that have been marked for delisting by the operational colleagues and format the data to match the specifications/requirements of the SAP transaction.

The workflow will open SAP and upload all files in the designated transaction. Any type of warning / exception will get logged. The process owner will receive an email containing the relevant runtime statistics at the end of the execution.","€2,812.50",90 Hours Per Year,€0.00,document,Live,In Production,Local,02/21/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-zm003071-inject-product-status-code-98,Wouter Herrrygers,Wouter Herrrygers
CASH,IS,CASH - MKT - Purchase Prices change in SAP,"This process downloads all files from Sharepoint folder (Promo prices and regular prices folder). Then, for each Excel file, goes row by row and updates prices in SAP via ZL81 transaction. Writes the price change in % back into excel.
After it's, moves the excel file with timestamp into respective ""Done"" folder.","€4,500.00",144 Hours Per Year,€0.00,"ZL81-transaction,Input XLS",Live,In Production,"Local, and maybe Group",02/21/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---purchase-prices-change-in-sap,Eduard SEKERES,Eduard SEKERES
DENMARK,MARKETING,DEN-SAL-Automated extraction for NBS Viewer,Please create BOt for SAP and BING extraction,"€1,875.00",60 Hours Per Year,€0.00,document,Live,In Production,Local,02/19/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-automated-extraction-for-nbs-viewer,Lars Christensen,"Lars Christensen, Therese SCHLEISNER-PETERSEN, Emil Thrane DAGELYKKE"
GROUP,GIS Innovation,HK - CS - Order reject in RIO - Management of EDI orders rejections,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€5,250.00",168 Hours Per Year,€0.00,document,Live,In Production,Group,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/hk---cs---order-reject-in-rio---management-of-edi-orders-rejections,Bruno Bastin,"Bruno Bastin, Quentin Chastin"
GROUP,GIS Innovation,FIN - CS - Order reject in RIO - Management of EDI orders rejections,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€6,000.00",192 Hours Per Year,€0.00,document,Live,In Production,Group,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fin---cs---order-reject-in-rio---management-of-edi-orders-rejections,Bruno Bastin,"Bruno Bastin, Quentin Chastin"
SWEDEN,Customer Unique Specialist,SWE - SC - Return HUD,"I like development and everything you can do with AI and programming, so I had an idea. A HUD-like thing in gaming terms. Heads-up display. Or augmented reality if you prefer. An extra monitor with this new software that automatically pulls up information for me based on what I'm doing on another screen.
Consider this example:
I enter an order number for an order in SAP that has been returned from the post.
On the second monitor, I then get information directly from the PostNord portal about all the parcels returned or just the one in front of me.
On the same monitor, I also get information on whether the parcel contains special order items (which need to be handled differently) and whether it contains hazardous materials. None of this can be seen directly in SAP.
I also want to get the invoice number for the order without having to go into the document flow.
That would significantly ease my daily work. This is just one example out of thousands of possibilities.
In that HUD, you could divide the use cases into different parts of the building/company. Returns need one variant. Replenishment, goods receipt, full-case, customer service, purchasing, etc., need another. What information is relevant for the specific department you are in. But if you create a stable, broad base platform with different modules or whatever you call it, we would have a fantastic tool to streamline the work EVERYONE does.","€18,750.00",600 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---sc---return-hud,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - Sales - Email SLA Sales Operations,"Brief Description: Automatically count the number of emails received and handled from a shared inbox (kundregister.SE@lyreco.com) in Outlook.
Report 1 - Number of Cases: (Sent once per day at 23:00)
Need to have: Counts the number of emails received per day.
Need to have: Counts the number of emails handled per day.
Need to have: Counts the number of emails each person has handled based on category (color) per day.
Nice to have: Does not count emails that are replies based on the subject. If the subject is the same, the case is counted as 1.
Nice to have: Counts the number of emails required to meet the SLA for the next day (both account applications and changes).
Report 2 - SLA: (Option 1 - Monitor SLA in real-time) (Option 2 - Monitor SLA with reports sent twice per day at 12:00 and 23:00)
Need to have: How many emails are left to meet our SLA goals.
SLA Levels:
Account Applications: 24 hours, added to the Account Application category/color.
Changes: 36 hours, not added to a category/color.
Day: Account Applications: Changes:
Monday = none from Friday none from Thursday
Tuesday = none from Monday none from Friday
Wednesday = none from Tuesday none from Monday
Thursday = none from Wednesday none from Tuesday
Friday = none from Thursday none from Wednesday
I can explain more about the SLA levels if the above is unclear. 😊","€7,500.00",240 Hours Per Year,€0.00,document,Assessment,Awaiting Review,"Local, and maybe Group",02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---sales---email-sla-sales-operations,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
BENELUX,IT,BNL - MKT - Extract Product Status Code 99,"Local workflow used to fetch, manipulate & format data extracted from our SAP environment into a workfile used by the local marketing (Products & Services) colleagues.

Manual execution of this task was done on a monthly basis and would cost the PO a significant amount of time. Given that the automation only needs a few minutes to generate this file, the frequency of this process can be increased as well. The local PO used to generate this file using PowerBI reports, but the workflow will be extracting the required data directly out of our SAP environment using various data tables available in the SE16 transaction (MVKE / MAKT / MARC / MARD / S032 / T024 / T024D / T179).

The script will run on a weekly basis and generate new versions of the Status 99 file based on the current status of the various columns in scope. The workflow will transform and modify the data based on the required columns & filters of the workfile based on a template. 


The process also comes with a linked Studio Cloud workflow that will serve the dual purpose of a scheduled trigger for this workflow as well as an archiving tool.
A weekly scheduled trigger will launch the Studio Cloud workflow (@ 02:00 AM CET), which will in its turn launch this workflow. Once this workflow is finished and the requested file has been generated, the Studio Cloud workflow will continue by fetching last week's generated file in the designated SharePoint folder and archiving it.
In the unlikely event of a failure the archival will still be done, given that the previous version will no longer be required in any case.","€2,812.50",90 Hours Per Year,€0.00,document,Live,In Production,Local,02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-extract-product-status-code-99,Wouter Herrrygers,Wouter Herrrygers
